Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	TU014944PAP_Slot1-12_1_3201.d	TU014945PAP_Slot1-11_1_3202.d	TU014946PAP_Slot1-10_1_3203.d	TU014947PAP_Slot1-09_1_3204.d	TU014948PAP_Slot1-08_1_3205.d	TU014949PAP_Slot1-07_1_3206.d	TU014950PAP_Slot1-06_1_3207.d	TU014951PAP_Slot1-05_1_3208.d	TU014952PAP_Slot1-04_1_3209.d	TU014953PAP_Slot1-03_1_3210.d	TU014954PAP_Slot1-02_1_3211.d	TU014956PAP_Slot1-24_1_3213.d	TU014957PAP_Slot1-23_1_3214.d	TU014958PAP_Slot1-22_1_3215.d	TU014959PAP_Slot1-21_1_3216.d	TU014960PAP_Slot1-20_1_3217.d	TU014961PAP_Slot1-19_1_3218.d	TU014962PAP_Slot1-18_1_3219.d	TU014963PAP_Slot1-17_1_3220.d	TU014964PAP_Slot1-16_1_3221.d	TU014965PAP_Slot1-15_1_3222.d	TU014966PAP_Slot1-14_1_3223.d	TU014967PAP_Slot1-13_1_3224.d	TU014968PAP_Slot1-36_1_3225.d	TU014969PAP_Slot1-35_1_3226.d	TU014973PAP_Slot1-31_1_3227.d	TU014974PAP_Slot1-30_1_3228.d	TU014975PAP_Slot1-29_1_3229.d	TU014976PAP_Slot1-28_1_3230.d	TU014977PAP_Slot1-27_1_3231.d	TU014978PAP_Slot1-26_1_3232.d	TU014979PAP_Slot1-25_1_3233.d	TU014980PAP_Slot1-34_1_3234.d	TU014981PAP_Slot1-33_1_3235.d	TU014982PAP_Slot1-32_1_3236.d
P23919	P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	10114.6	4795.61	5302	6480.77	7333.61	6215.76	6055.18	5166.06	6195.85	5420.56	5243.61	8340.08	8315.3	8319.97	8908.39	5274.49	4662.2	4868.33	6594.83	6682.98	6390.5	6020.59	6493.05	9100.17	9017.48	8414.35	8987.22	9907.76	8626.94	8649.67	9233.05	8169.58	9879.59	9478.89	8925.53
P23921	P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	6012.41	4493.2	4237.11	6355.5	3944.22	3944.45	5760.82	3846.72	4777.62	5909.97	11127.1	11819	12334.7	12205.2	13231.9	7999.72	5735.85	6514.59	6356.9	6339	5850.54	5952.81	5143.8	12607.1	13181.3	12926.4	13187.1	12938	12984.9	12337.2	13015.8	12561.3	13194.5	13623.1	11287.6
P24534	P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	52026.7	38549	34998.5	43925.6	31597.6	45662.9	33586.3	36455.3	37758	30336.6	23515.2	65724.2	60676	60888.6	55532.2	48015	66065.3	47056.9	51769.7	53145.2	43244.2	32736.7	39612.2	65001	64464.6	65353.1	59491.9	59807.6	67578	67236.4	53792.7	52480.1	63151.7	66552.9	67291.9
P24539	P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	19129	21726	19149	18870.5	11925.1	17825.8	11176.3	11100.5	13318.8	17823.1	8337.33	9794.41	8936.77	8780.93	9501.99	31260.4	32428.1	28844.6	32616.3	27231.8	51841.9	27231.4	24246	8920.09	9232.71	10461.3	14582.5	9717.04	9205.09	5064.83	8607.99	8867.81	10097.7	9607.69	15299.4
P24666	P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	6280.86	9309.82	4774.62	4317.8	4145.5	3099.57	6014.83	2381.63	4474.96	4646.92	2962.35	6168.01	7162.89	6231.51	5341.17	6857.67	7161.17	13473.6	8389.11	6998.37	8701.58	7264.26	9374.65	6187.58	5822.36	6847.36	5708.96	7211.55	6106.66	5125.59	5902.57	5287.24	7691.8	6837.27	11940.7
P24752	P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	16152.9	17959.1	15102.6	17253.2	14065.3	16631	13784.5	17741.6	16583.6	17419.2	12312	8420.96	7208.9	7777.51	7693.34	20342.8	21939.3	20734.3	23614.4	21502.8	44859.4	20447	20029.4	6696.46	6983.22	9575.45	11392.7	7136.83	6382.38	9102.36	7458.98	6629.08	7245.15	6785.34	9954.05
P24928	P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1												865.704	1296.64	1116.47	1598.11			1530.11	2031.08		2961.01	1763.97			1152.86	1180.62	1249.22	1307.81	1227.29	1180.62	1314.67	1107.2		1385.6	1653.83
P24941	P24941	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2	12466.2	6072.94							7042.08		17460.8	9087.69	7503.76	7718.88	8994.16	9692.37	8783.06	11192.5	7992.73	15131.5	7461.76	15412.6	5827.91	8272.9	8356.96	7222.95	9051.69	9444.75	5314.59	7631.41	7901.23	6563.22	7486.93	9024.94	7320.08
P25098	P25098;P35626	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	10631.6	4219.95	7283.45	6580.15	11347	5412.3	18362.5	4423.93	10775.4	15080.4	39414.7	17371.6	14700.5	14096.4	17058.7	9862.87	11322	8941.2	9213.09	8439.28	6378.75	6797.22	8329.57	16779.5	14226.4	18308.4	16414.2	15881.7	16656.3	15143.4	13293.8	16946.9	17355	16382.1	13418.8
P25205	P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	32302.3	28394.6	24361.8	25487.4	21011.4	23816.6	17710.4	23295.7	22499	18070.3	18092	60610.6	60375.6	60294.2	61800.4	48856.9	45459.8	41735.2	43886.5	40876.8	36299.9	33535.9	27099.8	62091.6	59515.6	61052.9	60368.6	56684.2	59342.4	62740.6	59234.7	59635.2	58228.7	58550.1	51546.5
P25311	P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	28323.3	11930.8	29677.8	12773.6	32763.3	29149	34636.5	19676.8	27858	26084.1	30038.9	7603.45	4652.25	10284.1	12404.1	14464.3	8324.43	20960.8	32575.8	22247.2	9355.73	25808.1	11751	6989.69	5154.63	11269.6	19214.9	17761.4	2147.59	2429.59	6822.73	2639.23	5477.37	5844.4	7411.3
P25398	P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12	17994.8	17066.4	16833.4	17338.3	15512.9	14721.7	13993.3	18467.7	15139.9	13843.8	11945.8	25441.8	26475	23339.7	23430.3	17783.7	14407.1	16001.3	14136.5	17564	16167.1	12605.5	13109.6	25583.4	25153.6	26743.5	25848.3	24999.2	25009.4	23290.5	26681	25095.3	27682.2	26059.5	25071.6
P25440	P25440	BRD2_HUMAN	BRD2	Bromodomain-containing protein 2	5535.24	1554.35	2514.56	2625.48					2363.64	2918.25		3803.75	4295.73	3392	3925.91	3199.85	3784.23	4201.56	4510.92		2491.39	3362.2	3051.26	4590.04	4641.82	3875.58	4147.53	4384.92	4833.49	4922.53	4108.37	4511.63	4758.82	5441.05	4304.28
P25490	P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	7132.3	5324.09	4317.25	5855.62	5196.42	4071.38	9061.98	7931.99	5543.32	3829.57	4840.99	9862.31	10889.4	11538.7	10870.9	10236.8	10399.3	7893.06	11597.4	8065.6	10538.3	9355.72	9581.3	10528.4	11553.5	9480.09	10963.8	11293.1	11894.9	9917.3	9312.04	11098.4	10353	11086.6	9305.87
P25685	P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	9460.8	17199.9	9397.6	11724.6	9133.61	9368.53	9456.19	11482.9	10695.9	8616.45	7190.37	17488.5	16565.1	16709.2	17633.2	14756.1	14057.9	14447.3	11448.6	11725.9	12746.9	10908.1	10343.5	17374.7	17076.1	16924.1	15838	16286.7	15895.9	18912.4	15450.9	15027.2	20190.1	18328.4	29385.3
P25705	P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	90727.9	82148.9	87789	87175.3	75420.4	93183.6	61652.4	84917.4	75959.8	82593.3	58054.5	39436.5	39011.7	37059.8	36294.6	107477	127829	102079	120484	122870	208234	108787	100476	36549.2	39408.6	44735.3	52414.9	42022.7	37431	42319	40951.5	39254.1	36817.1	38400.3	52345.7
P25786	P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	39491.9	11090	21411.7	15356.7	31504.2	14297.3	47970.6	17355.3	18624.5	18801.7	25646.6	14916.6	12273.9	19492.4	16261.9	13742.2	12314.6	16425.3	21818	20529	12100.5	21828.7	16488	13846.2	15484.5	13740.1	19340.2	26768.2	11950.7	10124.6	17621	12469.5	15745	15471	16101.6
P25787	P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	11178.6	5678.87	10934.5	9466.86	10192.4	8453.38	12531.1	10323.9	10186.5	9487.98	10452.4	4451.7	3995.52	3924.71	5003.8	7001.31	6219.6	8469.46	9296.56	10095.9	7597.22	8398.72	8051.74	4443.9	3562.78	5435.2	5914.48	6011.85	3618.89	3700.93	5346.86	2507.59	4928.61	4365.17	4480.07
P25788	P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	13918	6339.95	9218.14	14672.7	12453.8	10498.2	18044.9	12743.9	8857.01	8347.36	14191	6091.57	6865.42	7774.96	9297.44	8108.96	9426.99	8084.2	9742.07	9594.97	7030.66	9773.09	8796.96	7514.51	7196.45	7261.47	8529.81	9278.2	5476.11	6909.07	8418.56	6616.14	7576.27	6918.13	6975.01
P25789	P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	19093.7	10692.8	14269.6	12739.8	18072.4	13902.3	17894.6	14420.4	13543.4	12393.7	18517.1	14013.3	15237.1	15993.8	16078.8	13428.3	13348.7	16107.2	16899.6	16647.8	13047.3	15373.5	15187.7	17240.7	15862.7	15578.9	17343.9	21022.7	15530.1	16196.2	16954.2	15007.2	18053.7	16316.5	14511.7
P26038	P15311;P26038;P35241	MOES_HUMAN	MSN	Moesin	62258.6	57060.7	47574.5	50031.8	47107.9	42449.7	42489.6	45940	38965.4	31841.5	29528.6	182130	173840	179839	190430	102073	102585	85515.8	91427.9	83707.1	79175.3	70536.3	69117.8	193354	191678	198515	195695	186656	179690	176345	176616	159253	202878	200608	185331
P26196	P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	21975.6	17928.9	18110.3	18096.9	16781.1	17736.9	16097.2	18736.6	12999.3	10829.9	13323	37256.9	38851.2	37542.3	40465.1	34823.9	31030.5	30023.2	32193	27804.2	25245.9	22757.3	22794.4	38326	39206.9	38918.1	37475	35364.5	38968.3	39031.5	40367.7	38944.7	36079.3	38317.1	34119.7
P26358	P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	13730.9	12008.2	12909.2	11716	10500.7	9767.29	8886.55	12231.4	8233.58	6790.4	7705.59	19828.3	19035.3	18967.7	22173.2	21118.8	20050.1	17825.3	19382.1	16645.6	16603.4	15833.4	15168.3	18926.1	18136.2	18698.7	18290.9	19426	17836	16991.7	18773	18422.3	18599.1	19509.1	16271.4
P26368	P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	4921.74	5886.69	5629.43	13179.8	3976.49	10260.9	12084.2	14971.4	7227.24	7909.45	1656.83	9320.67	8363.75	8965.75	7227.95	7638.12	8262.85	8444.42	11012.8	8187.93	7306.73	10514	10171.4	9351.87	8780.21	8173.22	7978.99	8400.43	9559.86	7932.13	7349.18	8669.34	9447.66	9725.65	7454.87
P26373	P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	34695.1	47105.7	35906.6	41845.6	36782.1	50390	32674.9	47234.4	48378.8	35807.8	33949.9	18577.2	16734.3	14583.3	16371.2	33477	37647.7	39705.5	35239.7	36413.7	44475.2	36803.7	41053.5	14148.1	14326.8	14964	16279.5	17266.3	14221.1	14427.6	16482.4	15014.9	16667.2	14264.1	22481.5
P26378;Q14576	P26378;Q14576	ELAV3_HUMAN;ELAV4_HUMAN	ELAVL3;ELAVL4	ELAV-like protein 4	7289.05	3496.46	4035.55			9557.51			4603.04			2144.35	4155.88		3259.73			4120.71		7443.49	4612.36	4245.6	10422.2		2734.06	3606.65				3385.34	1919.26	2633.6	3771.07		
P26440	P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	5593.22	8396.27	4740.3	10701.2	5848.81				4048.24	4157.94		5863.74	3882.28	4503.36		5912.43	5558.09		6229.77	5535.11	7162.85	4030.1	5487.61	4100.91	4888.21	6635.71	5199.72	5082.45	5337.68	4219.5	4847.38	4474.22	5846.45	5603.57	5828.63
P26447	P26447	S10A4_HUMAN	S100A4	Protein S100-A4		2787.3		6771.29	8629.78	6305.87		6340.84	5559.04		6171.79	5192.06	4029.65	6559.18	4486.06	5952.08		5475.47	5566.8	8474.36	4529.78	5657.62	5728.18	6430.93	6266.15	6401.53	6404.56	5796.33	5135.51	4387.25	4483.36	4646.11	5031.2	6123.23	6260.64
P26583	P09429;P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	46983.2	46414.7	38869.5	37168.4	34130.9	26142.6	25014.8	34680.1	24298.6	15191.5	17326.9	141561	138030	149256	161659	82965.2	89303.4	59864.4	65624.5	53891.9	54248.4	46690.7	45718.7	136051	141597	127304	134692	136828	132857	131474	151181	121167	125429	141442	115792
P26599	P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	32043.6	36063.5	30991.5	34068.6	35311.4	41082.7	35289.8	40630.3	34990.9	30569	30180.9	26809.8	28963.6	25929.3	28278.9	36858	36591.4	37002.3	36950.9	35154.8	40516.9	32071.5	31121.9	27520.8	31611.8	29916.1	27194.7	27363.5	26742.2	29430	27599.5	25340.9	31409.3	31182.7	31426.6
P26639	P26639	SYTC_HUMAN	TARS	Threonine--tRNA ligase, cytoplasmic	15348.6	9935.48	9314.71	12060.9	10496.9	7965.81	10759	7409.43	7490.13	6297.67	6665.28	22538.5	22794.9	23106.5	23357.4	17057.5	14466.9	13172.4	13807.7	13090.7	11348.1	11164.5	13907.5	23748.5	23685.3	23727.5	22202.4	22180.6	24103.1	24282.5	22812.2	23309.4	22160.3	23236.4	22508.2
P26640	P26640	SYVC_HUMAN	VARS	Valine--tRNA ligase	13473.2	10291	10604.9	10630.4	10393.6	10138.5	10900.4	9654.1	8675.57	7482.16	8293.92	24922.9	25763.5	25312.8	25673.9	21037.4	21504.7	17940.3	19582.3	18874.3	14591.3	15024.4	14216.7	26274.9	25810.2	26728.7	25936	25526.2	26225.3	27058.9	27108.4	27054.6	26157.7	26491.9	23463.2
P26641	P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	71703.1	64837	63142.6	60090.1	57616.8	50788.9	48027	67886.9	38171.1	49704.2	45001.9	168108	168483	165581	178680	136879	138690	112589	116712	105623	96004.3	81134.6	76190.7	173839	178043	172977	167252	164528	188302	181259	171868	177523	180911	181241	170157
P26885	P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2		6834.43	10289.8	9085.88	8871.03	9327.08	10899.6	10150.8	8278.98	10322.4	8852.97	5597.2	4500.21	5357.61	5226.42	7525.98	9454.64	8813.57	8618.4	10953.2	12951.4	9066.98	10365.3	4513.16	4577.18	5211.26	6078.06	6100.38	4010.74	5957.4	5701.87	5187.08	6168.44	4297.96	7777.12
P27348	P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	4421.7	6496.38										3340.53	2983.3	2678.84	2564.62	6000.8	3443.81	5469.8	4400.92			5539.54	6489.75	2274.98	2318.03	2397.14	3208.78	4866.98	1488.38	2010.54	2461.24	1578.27	2601.55		3605.02
P27361	P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	1444.57	586.442							1148.36			6053.68	5831.68	6635	6235.68	1934.05	2567.9		1745.14			1807.45		8035.34	7465.05	6871.77	6690.46	7441.69	7847.61	8498.85	7605.67	7191.53	8204.91	7206.97	7591.89
P27635	P27635;Q96L21	RL10_HUMAN	RPL10	60S ribosomal protein L10	7552.59	10460.9	7498.36	6905.23	8322.28	7607.03	8662.43	7168.85	8761.81	8988.21	5048.32	16788.8	17010	15861.7	14881.2	9993.42	10957.5	13975.4	8732.29	10214.8	7919.75	11368.7	11997.2	17377.1	18055	16133.9	15039.1	16133	16821	15575.4	15507.1	17615.5	17042.1	16500.8	17240.3
P27694	P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	8693.85	8332.34	7258.29	8169.88	8752.25	6789.67	8761.83	8365.58	6428.14	6121.62	11143.2	9443.42	8857.84	9510.05	9044.98	6707.66	7068.16	7315.7	8554.14	7793.52	8270.32	7755.67	7999.72	9450.68	8151.82	8543.82	8550.57	10070.1	8341.66	9179.67	9005.32	8163.67	8370.59	8726.96	8662.68
P27695	P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) lyase	23646.6	22594.3	20044.9	18728.3	17755.3	16045.9	13862.4	20028.7	18780.7	12051	9842.35	73635.2	81349.5	75775.4	71631.4	43745.4	45820.5	38988.6	34036.5	34273	29848.7	26398.9	27495.2	79577.9	82030.1	76842.4	74818.7	72221.9	81040.4	82298.3	74146.4	77475	74597.8	75720.1	65465.7
P27708	P27708	PYR1_HUMAN	CAD	CAD protein	8159.48	7209.52	6341.9	5461.19	5911.53	6333.86	5154.94	5583.84	4597.56	9723.46	3366.23	18713.3	18048.6	18138.1	18918.4	12104.5	11839.6	10387.3	11390.5	9664.37	9308.99	8329.43	8505.04	17941.3	18368.2	17931.4	17419.9	17497.4	17959.6	17778.2	18184	18250.3	18000	18815	16346.6
P27797	P27797	CALR_HUMAN	CALR	Calreticulin	15732.7	16459.2	14742	11098.1	10398.8	12195.4	13621.1	5776.45	9315.34	15765.5	12060.4	10067.6	11249.5	11297.9	6652.2	20704.5	30539.5	19684.3	17984.5	17722.3	31778.3	15032.6	15838	11835.3	13070.6	8401.36	8685.71	10571.2	12921.9	14771.5	11340.8	10920.6	9986.14	10660.5	20957.2
P27816	P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	10279.2	11658.3	10455.1	11834.6	10673.9	11063.4	9856.04	14946.1	11366.2	10387.9	8852.88	8007.41	7688.67	7612.99	7242.2	9194	9698.64	10058.9	10103	10940.3	9779.98	9499.86	10846.5	8553.77	7644.1	8951.96	7731.78	7635.52	8196.79	9676.89	6985.52	8510.62	8243.06	8296	17890.9
P27824	P27824	CALX_HUMAN	CANX	Calnexin	31370.6	30485.1	32810.7	30127.5	24347	29069.4	22719.9	22181.1	21340.2	31801.9	16673.9	22482.7	20583	24844.4	12807.3	29861.4	41984.6	25749.2	27379	32796	65442.2	29951	30638.9	14666.2	15960.8	19965.8	21920.2	22741.4	15613.2	17299.6	21686.8	14613.2	18105.3	17992.3	53216.9
P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	10570.7	7123.25	9367.02	8503.18	11031	11492.7	11284.2	9120.8	10575.7	9841.67	12248.7	4255.46	3801.85	4943.69	4248.38	8046.5	7706	6765.51	9220.18	8045.62	8224.64	9191.73	7895.9	3897.5	3623.47	4096.2	4054.65	5552.02	3908.83	4638.65	5494.6	3853.33	4583.65	3752.8	3873.83
P28072	P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	20271.4	9718.71	11459.3	13702	19199	10741.3	24172.7	14019.6	12310.3	14178.7	17950.3	5945.6	5298.78	9541.32	7055.12	9698.52	10225.2	10096.2	12319.4	14948.5	8401.04	12226.3	10598.6	5323.45	3788.72	5779.1	7345.92	9838.53	2563.9	4308.41	5571.36	3238.49	5857.21	6346.19	4956.46
P28074	P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	6192.77	1849.71	5157.65	2520	5069.62	2708.94	6130.66	2462.79	4467.46	2195.32	4932.63	2906.19	2208.14	4088.04	3362.51	2866.26	3121.87	3652.08	4266.45	3541.7		4486.15	4155.49	2686.11	2391.66	3729.07	4372.58	5000.03	2009.61		3126.91	2472.87	3349.4	3445.71	3149.9
P28331	P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	8986.94	8109.82	5705.01	6475.16	5218.4	4809.28	6351.04	6168.36	7716.69	6721.62		4000.51	3070.39	4044.14	3314.58	10022.2	8712.4	8064.08	8531.53	11069.4	14116.8	11470.5	10708.2	3071.84	2625.57	2828.5	5345.24	4074.86	3567.28	2936.05	2689.46	3011.88	3861.86	2925.21	4567.89
P28340	P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	9348.57	7329.29	6234.19	6729.25	6453.77	6373.75	7660.13	6806.77	4660.73	3257.96	5713.52	13697	13164.7	13607.8	14313.5	11803.8	11247	10140.1	9557.22	8949.27	9142.05	9660.1	6926.69	13157.4	12690.6	13281.1	12932.1	12553.5	13177.2	13227	13267.8	13099.4	14391.2	13578	12486.2
P28482	P27361;P28482;P31152;Q16659	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	8074.86	7812.49	8355.49	11089.8	8750.5	6507.12	6079.53	7483.74	7941.62	9255.73	3977.47	16547	17213.5	16647.1	17940.8	7761.01	7717.44	8695.52	8424.23	6524.61	7793.14	7077.77	8180.31	17869	17861.2	18333.5	17428.9	17959.1	19396.4	19014.1	18411.6	18556.2	18693.7	20043.9	20357
P28702	P19793;P28702;P48443	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta		2009.66	1393.55		2354.82					1550.97		3378.1	3623.96	3822.2	3325.48	2475.85	2860.9		4159.9		2194.42	2949.22	2773.52	3648.64	3562.41	3390.43	3249	3780.32	3662.49	4246.75	3338.73	3993.03	3652.92	4085.89	3365.4
P28838	P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	5295.51	5736.96	5995.55	6249.56	6868.41	5018.93	7716.39	6345.32	6121.49	4318.39		2422.77	2762.17	2451.62	2484.3	5702.11	6508.19	7028.86	4806.9	5632.92	7867.96	5874.42	5570.93	2306.46	2368.8	2512.88	2546.16	2868.87	1881.7	1548.91	1897.62	2558.53	2589.24	3073.34	5482.47
P29084	P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta			1484.17		1058.84			824.425		2649.43		2045.3	2302.48	2177.41	2118.54			679.21				1088.98		2456.71	2698.76	2368.55	1766.54	1646.5	2551.39	2430.46	1949.02	2298.69	2681.33	2215.68	1783.94
P29144	P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	1856.89	3787.27			2056.22		2986.54	2081.93	6269.78	4736.69		3669.9	3180.8	3426.85	3696.96	2012.61	2940.23	3892.04	3627.96	3672.94	5299.08		2313.1	3261.39	3335.81	3845.39	3078.9	3093.13	2970.19	3150.38	4230.36	4163.58	3241.58	4131.69	2870.58
P29350	P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	27092.8	15426.6	17995.7	15057.8	20230.6	24292.3	8995.04	20061.1	21098.6	21144.9	18185.1	33925.7	35175	35945.9	37254.3	23308.1	24533.4	20391.9	24490.8	27116.3	23169.2	21550.2	22475.7	34981.3	31782.8	31243.6	33319	32698.9	32765.7	31940.6	31205.3	31751	33988.6	32375.4	30220.2
P29372	P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	6040.56	5710.32	3254.65	5297.08	4861.78	5552.9	3852.17	4380.3	5058.67	4315.25	4764.59	5699.58	5604.04	6327.37	5503.4	5786.79	6626.04	6285.71	6821.48	4191.07	4945.23	4294.28	4354.37	5336.41	5987.95	6149.34	5559.3	5043.3	5632.82	5730.56	5820.96	6431.65	6025.37	4690.74	5292.42
P29373	P29373	RABP2_HUMAN	CRABP2	Cellular retinoic acid-binding protein 2	2390.68	3728.53	3416.46	2661.13	6611.17	4348.34	9910.47	1731.39	1989.72	4368.08	2420.88	2454.85	2439.26	2495.17	3469.78	3803.78	3285.52	3161.4	3101.42	4351.58	2581.56	3112.11	3195.95	2024.55	2157.78	2371.39	2300.65	5373.48	2190.55	1458.75	2420.26	2051.77	2346.18	1883.89	16220
P29401	P29401	TKT_HUMAN	TKT	Transketolase	34573	21508.3	28945.1	31575.3	30327.3	24759.2	40422.7	40570.5	31586.8	27890.7	33422.8	21420.7	23959.7	23630	26389.4	26065.6	25360	23468.2	26770.9	25711.7	23764.3	26376.4	23766	24648.4	23784.8	24826.9	25850.4	24481.4	22977.5	25467.7	22680.2	24863.7	23716.9	23780.5	21743
P29508	P29508;P48594	SPB3_HUMAN	SERPINB3	Serpin B3	93705	12133.8	61937.5	25388.7	77417.8	33949.5	147466	31264.3	54314.1	66068.5	82982.6	22104.4	12392.2	26959	35295.8	35001.9	9003.83	54660.5	57669.2	74706.6	14334.7	57860.6	30252.8	22185.9	61364.8	61285.4	49039.7	127583	5339.88	2062.44	24692.7	2276.54	29812.2	11716.2	19070
P29692	P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	57618.4	59353.5	60589.3	74638.9	67559.1	83845.7	58433.8	91991.4	72037.6	66929.4	64320.5	24383.2	23823.3	24005.7	25046.4	49930	57316	47794.3	53520.6	54354.4	56710.5	52522.3	50597.8	23589.5	25692.4	24394.6	23592.2	21062.2	25626.3	26503.9	24792.2	23261.8	24227.4	23372.4	25622.3
P29762	P29762	RABP1_HUMAN	CRABP1	Cellular retinoic acid-binding protein 1	10248.9	23269.8	10314.7	4150.66	4940.97	12383.3	38751.1		2646.83		4251.38	11834.8	15802.2	12597.2	11532.6	16096.7	16019.8	16039	17034.2	16919.5	12099	14358	48381.4	9226.77	9564.94	10498.4	11017.3	11605.5	10381.7	9733.48	10808.9	10438.8	41169.9	10116.4	13841.3
P29966	P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	14877.9	35476.9	11916.6	13112.5	9511.55	38232.5	7320.36	9647.6	7690.9	8635.42	6055.02	16642.4	14863.7	12921.2	13225.3	21921.8	23803.1	30595.8	19831.4	17994.9	21125.4	16496.3	45988.6	14627.4	14185.4	12341	11129.9	12975.5	12974.7	15960.9	12798.1	11797.8	17520.2	14202	48361.1
P30040	P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	22886.4	23644.4	27025.9	20850.4	16145	21925	16554.8	19231.3	17095.7	19620	15655.7	9832.26	10135.6	10934.9	10358.1	25474.6	27248.6	28336.4	28087.6	32429.4	38043	22451.4	23500.2	11252.3	10362.6	10958.2	14441.3	14026.6	9484.61	9766.24	9075.75	9659.46	12044.8	10839.3	19221.7
P30041	P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	9789.92	8074.1	8992.1	8091.06	8976.54	6360.7	17719	10244.3	10640.9	10535.4	10074	7801.46	7475.04	7429.3	7402.46	8711.24	6780.81	7456.74	9303.86	10568.2	6532.15	9697.62	8010.82	8679.99	8679.58	8138.65	8940.58	10020.9	7787.49	7536.89	7792.17	7783.46	8891.41	8149.83	9452.13
P30043	P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)		4945.2	3964.54	3813.42	3740.38		5056.69	3890.38	5777.74		5473.9	3009.82	1832.76	2557.59	2496.22	3277	2797.1	2683.8	2882		3646.06		2673.05	2513.7	2578.9	2849.68	2154.49		2094.19		3067.32	2254.14	2476.34	1492.55	5419.91
P30044	P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	14928.9	18908.9	13574.3	13837.3	15351.4	15238.3	12822.6	15647.6	18122.2	19796.6	12456.8	9054.26	8971.3	9426	8941.17	14448.1	17469.3	17570.1	19928.2	20847.8	27151.1	19302.4	16551.3	8693.75	8612.57	10382.8	10235.7	10346.6	8276.61	9573.48	8211.76	8105.71	9387.83	8597.73	16574
