Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	TU014892CK_Slot1-01_1_3148.d	TU014893CK_Slot1-02_1_3149.d	TU014894CK_Slot1-03_1_3150.d	TU014895CK_Slot1-04_1_3151.d	TU014896CK_Slot1-05_1_3152.d	TU014897CK_Slot1-06_1_3153.d	TU014898CK_Slot1-07_1_3154.d	TU014899CK_Slot1-08_1_3155.d	TU014900CK_Slot1-09_1_3156.d	TU014901CK_Slot1-10_1_3157.d	TU014902CK_Slot1-11_1_3158.d	TU014903CK_Slot1-12_1_3159.d	TU014905CK_Slot1-25_1_3161.d	TU014906CK_Slot1-26_1_3162.d	TU014907CK_Slot1-27_1_3163.d	TU014908CK_Slot1-28_1_3164.d	TU014910CK_Slot1-30_1_3166.d	TU014911CK_Slot1-31_1_3167.d	TU014912CK_Slot1-32_1_3168.d	TU014913CK_Slot1-33_1_3169.d	TU014914CK_Slot1-34_1_3170.d	TU014915CK_Slot1-35_1_3171.d	TU014916CK_Slot1-36_1_3172.d	TU014919CK_Slot1-14_1_3177.d	TU014920CK_Slot1-15_1_3178.d	TU014921CK_Slot1-16_1_3179.d	TU014922CK_Slot1-17_1_3180.d	TU014923CK_Slot1-18_1_3181.d	TU014924CK_Slot1-19_1_3182.d	TU014925CK_Slot1-20_1_3183.d	TU014926CK_Slot1-21_1_3184.d	TU014927CK_Slot1-22_1_3185.d	TU014928CK_Slot1-23_1_3186.d	TU014931CK_Slot1-37_1_3189.d	TU014932CK_Slot1-38_1_3190.d	TU014933CK_Slot1-39_1_3191.d	TU014934CK_Slot1-40_1_3192.d	TU014935CK_Slot1-41_1_3193.d	TU014936CK_Slot1-42_1_3194.d	TU014938CK_Slot1-44_1_3196.d	TU014939CK_Slot1-45_1_3197.d	TU014940CK_Slot1-46_1_3198.d	TU014941CK_Slot1-47_1_3199.d	TU014942CK_Slot1-48_1_3200.d
P40938	P40938	RFC3_HUMAN	RFC3	Replication factor C subunit 3	1210.02	1450.28	1138.12	1271.65	1183.38	1201.78	1194.22	1236.32	1062.96	815.667		815.339	912.549	1572.03	2070.31	1341.86	1771.84	1275.41	1203.07	1478.21	1096.84	1878.33	1237.12	1631.77	1449.66	1187.5	1540.34	1477.62	1527.13	1506.88	1001.4	1541.59	1418.73	1646.23	1789.92	1090.95	1001.77	1536.7	1505.94	1361.72	792.457	1008.95	778.911	1899.39
P40939	P40939	ECHA_HUMAN	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	2102.85	2277.94	1827.67	2135.79	1963.75	6256.54	2397.2	1985.97	1898.86	2129.07		2218.11	11969.6	2440.54	2698.7	2150.7	2678.84	2119.54	2706.75	1887.48	1921.35	5657.61	1802.14	3307.69	3683.55	3829.3	6374.09	3774.22	4014.97	4210.04	9362.46	3969.97	5611.13	3838.67	5811.05	8450.69	3786.32	4341.16	4374.01	4345.35	6262.99	4107.76	4723.78	3536.25
P41091	P41091	IF2G_HUMAN	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3	28545	27648.3	27356	25223.9	29831.2	28611	26897	27439.6	27689.4	30117.7	29958.7	29220.4	26831.4	26571.1	29493.4	29852.2	30317.1	29191.9	27583.4	29334.1	31896.5	30441.2	29854	20351.9	17362.9	20083.2	15705.8	17277.1	16628	17088.3	16883.4	17721.2	15194.4	21133.3	13435.4	13739.4	16246.2	18278.3	16433.4	16313.1	15702.1	15073.5	15752.4	15427.6
P41208	P41208	CETN2_HUMAN	CETN2	Centrin-2	1609.93	1441.29	1312.63	1577.08	1494.91	1808.02	1325.21	1372.54	1981.7	1152.17			1397.08	1056.42	1526.57	1202.01	1114.72	1136.43	1176.66	1082.63	967.713	1425.09	698.286	2438.72	3543.25	3112.14	3762.87	3130.26	2472.93	3589.28	2848.04	3299.25	2903.69	4931.04	2679.31	2979.76	2887.16	3416.1	3414.08			2526.15	2716.71	2338.56
P41214	P41214	EIF2D_HUMAN	EIF2D	Eukaryotic translation initiation factor 2D	2407.25	2122.67	2103.4	1797.74	2287.46	2320.05	2271.15	1998.39	2293.06	2709.19	5655.46	2302.11	2135.65	2455.83	1965.75	3807.11	2609.73	2706.38	2772.32	2464.55	3567.74	2167.37	2440.13	4142.16	4140.92	4068.08	4320.52	4965.22	5131.23	4268.48	3919.38	4755.12	4829.96	4809.25	4839.26	4292.81	5178.49	4010.41	4459.18	4560.5	3836.04	5186.53	5225.35	3622.94
P41219	P41219	PERI_HUMAN	PRPH	Peripherin	1147.09	731.609	1102.45	1759.24	569.384		971.98	2489.01	1198.54				1370.21				467.166	1430.67	801.881	628.687			514.689	2118.67				2672.55	2663.9			2275.07										2125.98	1811.38	
P41223	P41223	BUD31_HUMAN	BUD31	Protein BUD31 homolog	1313.37	1376.69	1503.15	2041.07	1606.86	1912.9	1639.19	1716.62	1892.04	1126.78		1925.83	1105.15	2191.4	1773.32	1977.48	1748.8	1578.49	1911.25	1556.99	1747.52	1811.89	1895.41	2470.09	2418.63	2409.74	2605.09	2600.91	2583.33	2285.53	2383.73	2668.91	2358.95	2691.22	2733.32	2146.88	2563.32	2634.64	2285.76	2406.51	1684.36	2301.43	1978.57	2144.79
P41227	P41227;Q9BSU3	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10	17181.3	19015.8	19563.6	17260.5	18417.8	18561.3	19183.4	15867.3	16962.5	21887.9	28638.5	16062.2	13830.6	19253.9	17125.2	23674.5	19439.7	21043.6	21732	20837.5	23759	21024.8	20898.1	18967	17706.1	19827.2	20734.4	22034.3	21010.2	20682.9	20969.1	19594.3	21477.8	18678	18177.4	21086.4	22779	22605.2	20708.1	23324.8	19755.5	21427.9	20469.5	24907.8
P41240	P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK	5857.42	5923.85	6103.77	6260.8	5828.36	5854.29	6344.73	5627.28	5345.75	4875.67	8651.45	4369.12	4222.78	5792.42	4761.06	6549.84	6080.34	6840.54	6426.34	6826.22	6305.63	5844.94	6352.2	5697.44	6016.75	5697.37	5956.57	6035.66	5933.1	6537.97	5830.31	5957.02	5836.04	5515.15	5789.32	5197.94	5100.51	5507.93	5396.48	5494.72	5850.03	5817.32	6341.05	4987.37
P41250	P41250	GARS_HUMAN	GARS	Glycine--tRNA ligase	7910.94	7164.13	6644.69	7270.8	6299.47	6625.25	7703.91	7167.27	7239.69	4553.33	7772.46	6360.9	5865.38	6793.97	6401.05	5852.92	6600.62	7941.8	6701.19	5749.05	5609.25	7292.15	8430.1	7855.74	7244.86	8275.25	8099.49	7656.05	7773.28	7843.06	8241.21	8673.01	6830.95	8353.58	7959.14	8107.06	8172.1	8052.23	7366.67	7260.31	7896.64	8099.46	7892.57	6960.34
P41252	P41252	SYIC_HUMAN	IARS	Isoleucine--tRNA ligase, cytoplasmic	8844.49	8119.25	8922.33	8605.99	8556.76	7320.73	8485.31	8177.5	9042.78	8249.38	12885.7	7368.47	8528.38	8810.39	8958.04	8292.94	8729.35	8859.23	10187.2	9281.36	8002.14	10216.3	9284.14	10698.6	10995.1	10957.1	11214.3	11478.6	11830.3	11866.6	11785.4	11875.6	10464.9	11858.9	10489.5	12229.6	12246.6	11656.3	12391.2	11861.8	11652.3	11070.1	8703.11	10386.2
P41743	P41743	KPCI_HUMAN	PRKCI	Protein kinase C iota type		392.084	500.348		615.23	531.422	288.28	371.67	293.032				409.875	519.052			462.907	608.773	971.02	641.858		172.179	496.835	1565.66					1100.69		1018.94	1148.84	1106.41	1209.93	1270.71	1712.44	1581.69	1267.03	1476.58	1509.99		1416.52	1657.14	1292.74
P42025	P42025	ACTY_HUMAN	ACTR1B	Beta-centractin	632.867	853.786	538.37	655.682	753.86	445.1	1226.8	613.963	675.09	1180.29		1003.7	800.29	721.052	674.681	533.433	498.991	609.039	969.957	561.895	550.598	690.343	396.36									2463.49				2674.95								
P42126	P42126	ECI1_HUMAN	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	390.679		273.757	745.303	373.688	764.084	730.047	696.461	237.309	621.893			720.149	966.5			659.176	777.591	1092.39	484.671		778.41	965.292								2854.21				2197.93	2414				2672.35	4358.54			
P42166	P42166;P42167	LAP2A_HUMAN	TMPO	Lamina-associated polypeptide 2, isoform alpha	6732.72	6069.24	7161.98	7546.29	7576.61	7536.62	7375.96	7011.05	7071.75	5951.57	3790.72	8525.77	9285.17	7515.35	7295.14	6468.6	6432.53	6072.08	6523.43	6591.57	5470.08	6538.67	7104.24	7744.06	7688	7370.83	7559.5	8127.07	7749.11	8260.13	7303.47	8216.31	7861.99	6554.82	6773.08	6327.43	7147.72	6144.25	6429.42	6532.55	6353.22	6329.75	7059.71	6737.8
P42167	P42167	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma	9335.83	9422.91	9406.89	10456.6	10970.3	7258.04	8894.02	9391.7	9399.68	8924.79	2298.25	8795.92	9280.23	8234.89	10764.1	6923.66	8085.14	8281.14	10306	7804.33	5615.25	6657.42	6680.99	8823.27	7638.4	8070.48	7914.58	7348.45	7824.77	6984.95	6873.76	7232.15	6757.59	6796.5	6023.14	5889.05	6754.51	6127.62	6326.65	5445.16	4916.16	6252.05	4151.72	6219.1
P42224	P42224	STAT1_HUMAN	STAT1	Signal transducer and activator of transcription 1-alpha/beta	1359.21	1341.95	1456.61	1864.52	1730.02	1402.8	1677.81	1510.2	1387.08	1621.61		1281.61	1285.02	1401.12	1458.38	1295.39	1570.92	1330.21	1391.36	1443.26	1446.01	1551.61	1291.49	2302.4	2541.3	2818.52	2637.85	2467.4	1833.82	2203.52	1736.32	2606.24	2812.98	2171.4	2177.31	2589.23	2303.45	2074.08	2176.54	2406.71	4309.97	1711.86	3708.1	2020.35
P42229	P42229;P51692	STA5A_HUMAN	STAT5A	Signal transducer and activator of transcription 5A	488.885	578.617	727.051	895.508	667.078	662.322	874.152	457.589	1032.63			1203.48	501.351	930.479	977.434		699.053	1130.65	681.352	794.486	420.961	497.923	707.064	1527		1441.08	1713.92	1735.09	1369.7	1490.91	1878.36	1438.26	1848.16	1532.4	1152.88	1499.39	1519.2	1367.66	1550.09	1488.57		1698.2		1586.23
P42285	P42285	MTREX_HUMAN	MTREX	Exosome RNA helicase MTR4	2993.91	3150.36	3106.07	2735.71	3185.16	2617.45	2640.13	2809.08	3007.28	2849.7	5420.82	2997.58	3356.89	3155.77	2581.99	3184.81	3276.73	3248.17	3135.58	3318.64	3169.39	3257.72	3233.86	4008.79	4183.11	4134.35	3807.65	3922.77	3928.26	4173.95	3679.39	3898.48	3667.26	4031.76	3602.11	4037.28	3833.43	4151.57	3676.09	3655.7	4297.82	4061.88	4093.06	3284.53
P42338	P42338	PK3CB_HUMAN	PIK3CB	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	253.167		398.107	400.118	576.493	189.272	201.539	307.223	238.137					156.088		406.679	495.21	223.423	486.372	164.825	638.979	352.834	267.788																					
P42345	P42345	MTOR_HUMAN	MTOR	Serine/threonine-protein kinase mTOR	1739.83	1777.03	1914.65	1853.64	2001.35	1652.35	1878.58	1777.3	1842.97	1380.09		1611.34	1448.98	2028.89	1732.23	1159.52	1748.67	2070.97	1769.62	2097.81	1127.12	1957.67	1678.61	2959.88	3197.55	2893.06	3538.49	3072.33	3136.14	3352.85	3210.93	3107.58	3381.25	3314.64	3154.27	3770.92	3062.41	2983.61	2754.31	2973.59	2486.02	3030.41	2827.04	2718.31
P42357	P42357	HUTH_HUMAN	HAL	Histidine ammonia-lyase							4437.6	1473.24				3224.87	4128.18	2291.98												3133.66		2117.54		4305.43		3208.91	3055.22	1820.99	2640.32				4121.7	4622.13		5561.27		
P42677	P42677;Q71UM5	RS27_HUMAN	RPS27	40S ribosomal protein S27	4330.78	5205.24	4101.56	3828.78	4158.42	5385.09	4522.08	4207.97	4414.63	3152.67	3615.73	4221.89	3157.01	4388.74	5362.37	3315.7	4787.59	4404.75	2973.33	3103.94	3986.17	3480.86	3096.32	4281.42	3820.37	4528.26	4008.61	4302.55	4132.93	4278.69	3852.8	4683.51	5804.99	4070.64	3931.79	4109.92	3850.5	3634	3856.99	5033.74	3414.26	3794.23	3656.59	4982.47
P42679	P42679	MATK_HUMAN	MATK	Megakaryocyte-associated tyrosine-protein kinase	737.123	860.692	958.668	1022.08	1073.88	1104.27	1122	679.506	852.396	1408.75		677.46	761.727	1214.14		1254.91	1064.51	1113.06	1152.57	913.511	1271.71	831.915	771.084	1555.42	1826.4	1688.57	1825.12	1711.43	1762.72	1774.7	1728.83	1897.77	1659.75	2140.31	2153.67	1951.69	2258.08	1824.51	1938.17	1986.13	1832.13	2153	1842.87	
P42684	P42684	ABL2_HUMAN	ABL2	Tyrosine-protein kinase ABL2	566.097	783.267	913.828	554.769	617.175	960.911	883.373	612.348	537.519	1287.05		1191.67	877.986	607.09		325.866	649.356	448.479		817.343	847.078	495.538	1041.83																					710.29
P42694	P42694	HELZ_HUMAN	HELZ	Probable helicase with zinc finger domain	1814.67	1642.98	1485.99	1321.19	1443.42	1359.02	1268.71	1265.28	1384.13	780.898		2557.03	2567.8	1788.38	2018.99	1597.39	1476.29	1539.09	1378.78	816.553	1834.81	1365.95	1039.49								2183.29	3948.86		2752.82										
P42695	P42695	CNDD3_HUMAN	NCAPD3	Condensin-2 complex subunit D3	700.152	1203.9	1096.59	828.684	638.715	633.324	874.373	908.631	1118.19	1382.27		780.135	1527.67	903.733	1703.62	986.264	657.449	594.028	859.198	1249.18	1157.38	519.676	791.747	2007.26	2156.98	2244.43	2106.21	2027.96	2166.57	2285.33	1960.68	1967.62	2466.17	2268.52	1941.14	2038.53	2181.2	1950.58	2466.92	1881.11	2926.46	2461.93		2367.05
P42696	P42696	RBM34_HUMAN	RBM34	RNA-binding protein 34	394.012	311.296		344.104	474.364	612.913	344.548	490.535		511.714			703.83																															
P42704	P42704	LPPRC_HUMAN	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	3576.02	2604.73	2200.11	2894.19	3050.59	6229.58	2832.27	2732.2	2652.16	2450.47		2536.98	8228.01	3304.98	3020.42	3065.84	3770.37	3651.11	3247	2937.34	3508.76	4904.12	3436.02	4511.86	4101.81	3806.9	6676.35	4498.45	4859.52	4561.94	6293.36	4429.17	6665.81	3731.91	5050.87	6795.93	4414.2	4284.33	4770.79	5554.45	6597.06	4312.79	8586.6	5270.46
P42765	P42765	THIM_HUMAN	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial	2331.44	2325.06	2137.53	2370.68	2010.13	5299.51	2033.99	2098.58	2097.67	1968.02		2147.86	5131.18	2588.92	2648.84	3756.3	3126.43	2131.19	3271.97	2689.45	1303.87	3251.66	2406.54	5826.8	4527.73		6392.6	5647.02	4216.58	3036.57	6179.86	8819.77	7021.51	5905.71	4350.59	5873.27	3631.48	5786.01		4842.14	5786.28	3720.94	4092.3	6025.23
P42766	P42766	RL35_HUMAN	RPL35	60S ribosomal protein L35	13877.8	15323.7	13897.1	14846.5	15008.1	15598.9	12719	14654.5	13861.6	10572.9	8876.98	13598	15350.5	14409.7	17947.7	10153.6	16498.3	14691.9	16196.3	15405.8	12204	14624.4	16209.6	18643.8	18434.9	20414	16361	21797.7	17259.5	16555.1	19798.6	18453.3	23279.2	16389.3	15164.7	18441.6	17757.9	17385.7	15844.3	25469.4	16178.2	17920.5	13183.2	36375.1
P42768	P42768	WASP_HUMAN	WAS	Wiskott-Aldrich syndrome protein	1484.91	1448.52	2134.76	1763.96	1785.4	1748.41	1396.25	1445.27	2049.7			2498.17	1901.16	1617.5	1585.37		1633.78	2223.1	2042.12	1311.7	1528.89	2037.18	1603.84																					
P42771	P42771;P42772	CDN2A_HUMAN	CDKN2A	Cyclin-dependent kinase inhibitor 2A	743.711	432.924	261.586		345.876	186.719	503.902		473.223	712.709							568.844	328.086	377.442	419.141			507.528	1078.58		1407.03			1151.58			1327.64		752.247			1038.56	1299.03		1169.39				
P42785	P42785	PCP_HUMAN	PRCP	Lysosomal Pro-X carboxypeptidase	759.576	735.685		393.514		1088.93	679.948	766.232					1411.22	680.984				684.935		557.916		794.144	524.679											1436.41		1962.14								
P42858	P42858	HD_HUMAN	HTT	Huntingtin	706.953	1107.11	840.73	964.522	753.867	905.129	816.405	1143.89	951.486	728.737		1292.42	508.973	972.446	989.057	1990.66	1339.83	1255.66	1215.89	1288.82	1076.09	1424.84	1142.07	2079.07	2299.05	2589.23	2588.85	2312.07	2257.34	2104.03	2410.98	2340.32		2101.54	2162.2	2430.58	2573.72	2227.5	2385.37	2509.55	1797.54	2600.52		1838.65
P43034	P43034	LIS1_HUMAN	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit alpha	752.565	832.76	1149.76	929.045	1031.19	1019.75	991.814	1139.3	934.35	444.583		990.763	502.77	981.896	810.152	868.219	856.691	515.304	1511.28	1102.7	653.815	1117.68	759.605			1585.38		1971.69	1437.41		1769.22	1493.51	1119.08	2542.25		2719.17	1739.43	1742.17	2762.87	3760.13		2117.78	1837.03	
P43155	P43155	CACP_HUMAN	CRAT	Carnitine O-acetyltransferase	839.86	1025.61			535.171	1316.35		792.485	632.565						364.442	1668.19	810.39		1394.98		2194.75	1225.33	493.897																					
P43243	P43243	MATR3_HUMAN	MATR3	Matrin-3	6360.13	5610.64	5779.06	6868.15	7073.81	5851.64	6072.77	6025.66	6149.25	4457.6	8519.24	7623.7	6042.94	5180.19	6059.86	4341.95	4074.21	4589.55	5103.45	4736.22	4130.27	4367.52	4769.15	6852.24	6622.31	6984.28	6328.74	7414.04	6386.8	6296.67	6482.34	6654.03	6119.24	5655.94	5623.15	6388.19	6371.61	6148.59	7002.83	5841.61	10523.8	6264.61	6430.59	5794.17
P43246	P43246	MSH2_HUMAN	MSH2	DNA mismatch repair protein Msh2	10440.1	11553.6	11746.1	12579.7	12697.6	11802.3	12159.2	11867.1	11395.2	11645	10060.7	12333.1	10252	14231.8	11609.8	12628.1	12251.6	13359.2	12491.8	13340.9	12548	11210.7	13805.9	14695.1	14653.2	15359.1	15665.3	14329.9	15320.6	15695.8	16537.6	16271.8	15841.5	16447.8	16423.7	16368.1	16398.4	16302.8	15338.9	16778.9	15434.3	16645.5	15597.1	15828.2
P43307	P43307	SSRA_HUMAN	SSR1	Translocon-associated protein subunit alpha	920.442	1236.13	993.613	1270.15	1324.9	1927.06	2859.48	1659.52	881.379			1634.65	3914.05	2050.47	1762.86		1320.34	789.858	850.894	918.444		1608.44	489.091																					
P43378	P43378	PTN9_HUMAN	PTPN9	Tyrosine-protein phosphatase non-receptor type 9	553.645	569.513	671.779	778.491	593.362	470.428	573.425	867.231	322.633	621.978				451.663		570.461	683.531	619.094	391.727	690.712	1119.33	784.034	741.456	1598.88		1677.2	1548.52		1657.27	2160.31	1438.37	1502.47	1565.01	1337.53	2235.17	1772.01	1543.85	1677.85	2220.98	1490.68			2863.08	2200.15
P43405	P43405	KSYK_HUMAN	SYK	Tyrosine-protein kinase SYK	1399.16	1123.97	1061.17	1459.54	1032.62	1266.8	1242.59	1138.89	1319.62	1485.75		1242.21	936.001	1172.18	1034.86	1622.11	1236.87	1669.57	1415.43	1096.72	1422.42	1073.94	1490.51	1885.84	1898.56			1448.58				1573.29		1729.7	2295.08									
P43487	P43487	RANG_HUMAN	RANBP1	Ran-specific GTPase-activating protein	4742.86	4216.54	5273.93	6797.16	5896.61	4266.31	4760.66	5731.66	4442.61	4215.4	6603.16	5020.4	4548.73	5327.15	6121.72	4100.76	5104.03	4663.15	5973.32	5596.96	4402.35	5060.21	6083.34	3070.26	2230.44	2280.28	2168.06	2486.31	2380.15	2683.88	2328.68	3122.3	3268.56	2884.16	3165.54		1883.8	2473.7		2892.26				
P43490	P43490	NAMPT_HUMAN	NAMPT	Nicotinamide phosphoribosyltransferase	5455.32	5581.32	5777.65	5826.14	6039.73	5597.45	11275	6244.75	7047.12	4877.44	9018.86	4715.03	6068.3	6798.55	6041.41	6976.13	6073.94	6752.41	6601.14	6925.48	6690.59	6632.79	6615.41	6813.44	7443	7295.43	7522.31	7594.81	7291.89	7517.47	6884.53	7737.21	6854.31	7725.69	8537.11	8243.08	7618.63	7829.34	7468.81	7559.24	6574.02	7662.85	8252.01	7402.09
P43686	P43686	PRS6B_HUMAN	PSMC4	26S proteasome regulatory subunit 6B	1866.64	1935.59	1422.91	2018.08	1884.64	1689.97	2387.19	1910.64	1221.47	1434.99		2165.77	1528.78	1217.74	1472.16	1240.26	1287.86	1899.85	1369.41	1809.61	1955.07	1440.01	1878.67		6604.38		6334.64					6025.03	7437.4	5806.09	5822.45	6112.92			6036.79	6233.52		5437.73		
P43897	P43897	EFTS_HUMAN	TSFM	Elongation factor Ts, mitochondrial	1238.41	1201.76	1826.05	956.24	1579.67	1400.9	1677.57	1467.59	1575.19	1216.32		1982.58	1731.38	1595.26	1502.99	1054.99	2102.48	1263.84	1148.51	1079.85	1200.54	1646.4	1376.19	982.329	1918.43	1215.24	2185.33	1845.13	1409.9	1297.57	1117.28	1314.03	2194.76		1537.6	2642.3	1496.63	1665.57		2099.83		1563.06		2005.17
P45880	P45880	VDAC2_HUMAN	VDAC2	Voltage-dependent anion-selective channel protein 2	1724.19	1931.22	1096.07	1434.33	455.788	8623.28	1931.72	2251.22	1157.52	1430.11		3080.71	16031.6	1111.86	1335.66	3573.1	1525.03	1361.98	1624.5	1446.5	1228.8	6834.3	847.501	2362.78	1944.57	1934.77	7348.63	1749.73	2052.05	2675.89	10466.2	1905.85	3408.91	1891.95	4006.83	6769.39	3097.2	1813.27	3965.89	3000.54	5997.18	2134.18		3902.44
P45973	P45973	CBX5_HUMAN	CBX5	Chromobox protein homolog 5	5435.59	5388.11	5399.12	6827.77	4921.34	5364.49	5333.74	5762.26	6196.51	8015.19	5842.25	5626.93	4706.04	5713.28	5089.07	4791.61	6517.71	5751.43	4911.36	6638.73	5806.54	5822.14	6995.51	7139.57	6138.45	6859.66	7419.15	6233.3	7847.34	6911.66	7058.25	6004.38	5469.94	7155.2	5604.53	7080.36	5870.45	5948.68	7182.12	4495.57	4049.06	6742.77	7500.02	6941.56
P45974	P45974	UBP5_HUMAN	USP5	Ubiquitin carboxyl-terminal hydrolase 5	719.909	1124.07	556.315	1338.79	989.295	892.577	1942.6	1063.06	1047.84			4146.05	1280.15	1186.99	1596.94	1064.61	619.839	890.567	841.857	796.261		781.374	646.3	1671.52	1473.12		1455.06	1450.63	1723.36			1432.85		1522.65	1286.89	1770.22	1628.81	1763.13	1894.84	1395.88		1343.78		
P45985	P45985	MP2K4_HUMAN	MAP2K4	Dual specificity mitogen-activated protein kinase kinase 4	2028.37	1826.96	2112.35	1735.49	1711.06	2555.36	2186.69	2011.11	1758.2	2490.58		2776.94	2891.87	1564.36	2130.79	1809.3	2161.32	1567.66	1806.97	1541.17	1676.02	1504.38	2550.92	2829.38	3855.01	2434.48	1387.6	3180.64		3054.36	1523.33	2580.35	3985.53	3923.15	2903.12		3079.65	3156.92	2440.24	3711.34	4298.12			3268.77
P46013	P46013	KI67_HUMAN	MKI67	Proliferation marker protein Ki-67	1465.43	1093.38	1551.84	1702.12	1243.72	1376.31	1228.1	1461.02	1284.28	1542.55		1664.53	1782.39	1684.83	1652.51	947.337	801.864	1211.58	992.137	1151.42	1108.43	951.878	1170.02	4537.4	3498.07	3275.14	3405.49	4791.96	4648.32	4790.93	3488.39	4287.22	5223.26	3764.09	4341.3	4303.29	4118.83	4237.06	4416.8	3483.23	5372.14	2597.76	4791.42	4472.23
P46060	P46060	RAGP1_HUMAN	RANGAP1	Ran GTPase-activating protein 1	2660.76	2114.97	2462.93	2585.21	2915.74	1684.73	2366.07	2861.44	1995.05	3200.89		4411.98	2818.24	2409.76	3305.8	3608.19	2436.44	1782.85	2393.53	1507.69	2012.51	2344.71	2527.17	3897.26	3641.97	4651.35	5096.64	5156.25	3895.85	5233.45	4820.23	4583.65	4849.41	4539.61	4985.92	3880.91	3905.64	3546.41	4142.3	4373.66	3716.35	3383.46	3737.51	5383.34
P46063	P46063	RECQ1_HUMAN	RECQL	ATP-dependent DNA helicase Q1	2864.26	2214.24	2961.8	3176.92	2674.98	2695.18	2618.27	3349.77	3481.2	2599.31		3345.57	2689.26	3435.36	2102.55	3809.51	3880.89	3868.92	3635.09	3395.81	2515.31	2392.8	3530.51	3014.75	2485.96	2970.92	3234.75	3240.7	3545.87	3728.81	3367.61	3889.86	3110.84	4378.61	4974.61	3480.65	5111.92	4796.52	3941.91	4477.95	3587.58	4198.2	4548.05	3004.41
P46087	P46087	NOP2_HUMAN	NOP2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	2712.89	2785.7	2995.34	2800.03	3004.13	2932.46	2207.84	2676.25	2843.17	2790.21	3104.31	3436.27	3053.04	2498.05	2200.03	2226.61	2750.59	1856.23	2478.72	2035.29	3093.33	2665.18	2028.65	4062.98	4367.74	3548.62	3798.52	3961.04	4442.63	4709.65	3884.75	4231.08	3998.83	3758.3	4196.25	4044.24	3680.34	3281.28	3236.44	3683.59	4096.97	3004.18	3657.8	3494.7
P46100	P46100	ATRX_HUMAN	ATRX	Transcriptional regulator ATRX	1003.85	1269.65	1433.75	1254.54	1497.89	1708.17	1658.64	1140.75	1142.22	1312.76		1229.11	1150.99	1457.23	1230.24	920.102	1155.02	1290.73	1199.68	879.23	1257.98	1410.55	1103.05			2047.19			2118.81		2397.16	2559.14		2361.06		1010.69	2365.78	2151.62		2500.8		2473.58	2433.55	2345.97
P46109	P46109	CRKL_HUMAN	CRKL	Crk-like protein	4061.14	4152.15	4159.58	4163.24	4331.21	3321.2	4499.1	4136.74	3781.54	2636.48	2808.32	4114.83	2869.16	3720.04	3484.96	2116.14	3678.79	3944.37	4161.87	4081.53	2880.67	2840.79	3786.43	6365.61	6585.74	7085.44	6701.54	6336.09	7138.7	6344.96	6177.02	6817.81	6390.65	6441.74	6163.12	5577.72	6895.44	6893.04	6785.14	6295.33	4496.26	6338.42	6149.71	5875.43
P46199	P46199	IF2M_HUMAN	MTIF2	Translation initiation factor IF-2, mitochondrial	1546.41	949.297	1223.92	1067.41	1454.67	1056.95	795.274	912.084	782.583	1213.91			1439.16	1070.31		1688.66	1334.83		1555.97		1107.9	999.885	1303.83	1676.68	1971.56	1704.26	1691.85	1739.52	1610.79		1869.98	1651.05	1770.01	1675.47	1661.3	1476.59	1867.43	1568.51	1888.1	1992.16	1479.31	1642.9	1832.58	
P46379	P46379	BAG6_HUMAN	BAG6	Large proline-rich protein BAG6	4669.07	5059.99	4746.21	4927.48	4767.4	4885.02	5560.3	5189.39	4929.47	3449.2	6259.05	5659.72	4959.25	4671.87	4978.19	3731.26	4828.97	4699.65	4281.32	4432.61	4238.41	4607.07	5222.89	5616.75	6835.75	5424.73	4580.55	5901.04	5702.02	6399.15	6096.23	5670.39	6651.67	5723.4	5083.53	6082.5	5458.58	5557.28	5020.41	6234.64	4884.01	4908.17	5245.12	6507.69
P46459	P46459	NSF_HUMAN	NSF	Vesicle-fusing ATPase	6832.84	6651.5	6790.58	6336.38	6281.79	6751.11	6236.55	6533.92	7178.94	5874.49	8516.52	5726	6404.58	6306.09	7056.17	6614.78	7225.17	6124.83	5948.51	6366.23	7414.09	7046.09	6183.48	7218.17	7733.6	7758.47	7237.21	7346.45	7750.33	7893.32	8152.59	7928.83	7746.74	6989.05	7143.54	7493.76	7388.91	7883.97	6438.21	7137.23	7255.5	6974.21	7667.14	8436.65
